,id,name,supertype,subtypes,hp,types,evolvesTo,attacks,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesFrom,weaknesses,resistances,flavorText,level,abilities,rules
21,bwp-BW01,Snivy,Pokémon,['Basic'],60,['Grass'],['Servine'],"[{'name': 'Slam', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20×', 'text': 'Flip 2 coins. This attack does 20 damage times the number of heads.'}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW01,Ken Sugimori,Promo,[495],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW01.png', 'large': 'https://images.pokemontcg.io/bwp/BW01_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW01', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.33, 'mid': 0.53, 'high': 1.75, 'market': 2.54, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,,,
22,mcd19-10,Alolan Meowth,Pokémon,['Basic'],60,['Darkness'],['Persian'],"[{'cost': [], 'name': 'Spoil the Fun', 'text': 'If you go second, this attack does 60 more damage during your first turn.', 'damage': '10+', 'convertedEnergyCost': 0}]",['Colorless'],1.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",10,Akira Komayama,Promo,[52],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd19/10.png', 'large': 'https://images.pokemontcg.io/mcd19/10_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-10', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.44, 'mid': 7.0, 'high': 11.99, 'market': 3.9, 'directLow': None}}}",,,,,,,
23,smp-SM01,Rowlet,Pokémon,['Basic'],50,['Grass'],['Dartrix'],"[{'name': 'Fury Attack', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Flip 3 coins. This attack does 10 damage for each heads.'}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM01,Mitsuhiro Arita,Promo,[722],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM01.png', 'large': 'https://images.pokemontcg.io/smp/SM01_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM01', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.9, 'mid': 1.2, 'high': 2.09, 'market': 1.39, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]",,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",,,
24,bwp-BW02,Tepig,Pokémon,['Basic'],70,['Fire'],['Pignite'],"[{'name': 'Ember', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': 'Discard an Energy attached to this Pokémon.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW02,Ken Sugimori,Promo,[498],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW02.png', 'large': 'https://images.pokemontcg.io/bwp/BW02_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW02', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.8, 'mid': 1.77, 'high': 4.19, 'market': 1.64, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"It blows fire through its nose. When it catches a cold, the fire becomes pitch-black smoke instead.",,,
25,basep-7,Jigglypuff,Pokémon,['Basic'],50,['Colorless'],['Wigglytuff'],"[{'name': 'First Aid', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Remove 1 damage counter from Jigglypuff.'}, {'name': 'Double-edge', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'Jigglypuff does 20 damage to itself.'}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",7,Keiji Kinebuchi,Promo,[39],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/7.png', 'large': 'https://images.pokemontcg.io/basep/7_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-7', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 5.51, 'mid': 7.74, 'high': 20.0, 'market': 7.26, 'directLow': None}}}",,"[{'type': 'Fighting', 'value': '×2'}]","[{'type': 'Psychic', 'value': '-30'}]","When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",12,,
26,dpp-DP08,Shieldon,Pokémon,['Stage 1'],80,['Metal'],['Bastiodon'],"[{'name': 'Hard Face', 'cost': ['Metal', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""During your opponent's next turn, any damage done to Shieldon by attacks is reduced by 20 (after applying Weakness and Resistance).""}, {'name': 'Shield Attack', 'cost': ['Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40+', 'text': 'Flip a coin. If heads, this attack does 40 damage plus 20 more damage.'}]","['Colorless', 'Colorless']",2.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP08,Kouki Saitou,Promo,[410],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP08.png', 'large': 'https://images.pokemontcg.io/dpp/DP08_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP08', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.42, 'mid': 1.06, 'high': 2.9, 'market': 1.88, 'directLow': None}}}",Armor Fossil,"[{'type': 'Fire', 'value': '+20'}]","[{'type': 'Psychic', 'value': '-20'}]",A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,,,
27,mcd19-11,Alolan Dugtrio,Pokémon,['Stage 1'],60,['Metal'],,"[{'cost': ['Metal'], 'name': 'Gold Rush', 'text': 'Discard any number of [M] Energy cards from your hand. This attack does 30 damage for each card you discarded in this way.', 'damage': '30', 'convertedEnergyCost': 1}]",['Colorless'],1.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",11,Megumi Mizutani,Promo,[51],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd19/11.png', 'large': 'https://images.pokemontcg.io/mcd19/11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-11', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 3.2, 'mid': 5.21, 'high': 9.48, 'market': 9.21, 'directLow': None}}}",Alolan Diglett,,,,,,
28,xyp-XY01,Chespin,Pokémon,['Basic'],60,['Grass'],['Quilladin'],"[{'name': 'Vine Whip', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Seed Bomb', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY01,5ban Graphics,Promo,[650],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY01.png', 'large': 'https://images.pokemontcg.io/xyp/XY01_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY01', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.41, 'mid': 1.71, 'high': 3.99, 'market': 2.49, 'directLow': None}}}",,"[{'type': 'Fire', 'value': '×2'}]",,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",,,
29,basep-8,Mew,Pokémon,['Basic'],50,['Psychic'],,"[{'name': 'Psywave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10×', 'text': 'Does 10 damage times the number of Energy cards attached to the Defending Pokémon.'}, {'name': 'Devolution Beam', 'cost': ['Psychic', 'Psychic'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Choose an evolved Pokémon (your own or your opponent's). Return the highest Stage Evolution card on that Pokémon to its player's hand. That Pokémon is no longer Asleep, Confused, Paralyzed, or Poisoned, or anything else that might be the result of an attack (just as if you had evolved it).""}]",['Colorless'],1.0,"{'id': 'basep', 'name': 'Wizards Black Star Promos', 'series': 'Base', 'printedTotal': 53, 'total': 53, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR', 'releaseDate': '1999/07/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/basep/symbol.png', 'logo': 'https://images.pokemontcg.io/basep/logo.png'}}",8,Ken Sugimori,Promo,[151],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/basep/8.png', 'large': 'https://images.pokemontcg.io/basep/8_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/basep-8', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 9.21, 'mid': 15.99, 'high': 99.0, 'market': 18.06, 'directLow': None}}}",,"[{'type': 'Psychic', 'value': '×2'}]",,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,23,,
30,xyp-XY02,Fennekin,Pokémon,['Basic'],60,['Fire'],['Braixen'],"[{'name': 'Scratch', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Live Coal', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]",['Colorless'],1.0,"{'id': 'xyp', 'name': 'XY Black Star Promos', 'series': 'XY', 'printedTotal': 183, 'total': 183, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-XY', 'releaseDate': '2013/10/12', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xyp/symbol.png', 'logo': 'https://images.pokemontcg.io/xyp/logo.png'}}",XY02,5ban Graphics,Promo,[653],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xyp/XY02.png', 'large': 'https://images.pokemontcg.io/xyp/XY02_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xyp-XY02', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.42, 'mid': 2.21, 'high': 4.99, 'market': 1.78, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",,,
31,bwp-BW03,Oshawott,Pokémon,['Basic'],60,['Water'],['Dewott'],"[{'name': 'Water Pulse', 'cost': ['Water', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Asleep.'}]",['Colorless'],1.0,"{'id': 'bwp', 'name': 'BW Black Star Promos', 'series': 'Black & White', 'printedTotal': 101, 'total': 101, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-BLW', 'releaseDate': '2011/03/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bwp/symbol.png', 'logo': 'https://images.pokemontcg.io/bwp/logo.png'}}",BW03,Ken Sugimori,Promo,[501],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bwp/BW03.png', 'large': 'https://images.pokemontcg.io/bwp/BW03_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bwp-BW03', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.58, 'mid': 1.17, 'high': 12.32, 'market': 3.49, 'directLow': None}}}",,"[{'type': 'Lightning', 'value': '×2'}]",,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",,,
32,mcd19-12,Eevee,Pokémon,['Basic'],60,['Colorless'],"['Vaporeon', 'Jolteon', 'Flareon', 'Sylveon', 'Espeon', 'Umbreon', 'Leafeon', 'Glaceon']","[{'cost': ['Colorless'], 'name': 'Gnaw', 'text': None, 'damage': '20', 'convertedEnergyCost': 1}]",['Colorless'],1.0,"{'id': 'mcd19', 'name': ""McDonald's Collection 2019"", 'series': 'Other', 'printedTotal': 12, 'total': 12, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2019/10/15', 'updatedAt': '2020/11/11 13:00:00', 'images': {'symbol': 'https://images.pokemontcg.io/mcd19/symbol.png', 'logo': 'https://images.pokemontcg.io/mcd19/logo.png'}}",12,Atsuko Nishida,Promo,[133],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/mcd19/12.png', 'large': 'https://images.pokemontcg.io/mcd19/12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/mcd19-12', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 10.0, 'mid': 22.5, 'high': 25.75, 'market': 10.36, 'directLow': None}}}",,,,,,,
33,smp-SM02,Litten,Pokémon,['Basic'],60,['Fire'],['Torracat'],"[{'name': 'Combustion', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]",['Colorless'],1.0,"{'id': 'smp', 'name': 'SM Black Star Promos', 'series': 'Sun & Moon', 'printedTotal': 156, 'total': 156, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PR-SM', 'releaseDate': '2017/02/03', 'updatedAt': '2020/05/01 16:06:00', 'images': {'symbol': 'https://images.pokemontcg.io/smp/symbol.png', 'logo': 'https://images.pokemontcg.io/smp/logo.png'}}",SM02,Megumi Mizutani,Promo,[725],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/smp/SM02.png', 'large': 'https://images.pokemontcg.io/smp/SM02_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/smp-SM02', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.71, 'mid': 1.43, 'high': 6.99, 'market': 1.62, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]",,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",,,
34,dpp-DP09,Torterra LV.X,Pokémon,['Level-Up'],160,['Grass'],,"[{'name': 'Vigorous Dash', 'cost': ['Grass', 'Grass', 'Grass', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '100', 'text': ""Does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Torterra does 30 damage to itself.""}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4.0,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP09,Shizurow,Promo,[389],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP09.png', 'large': 'https://images.pokemontcg.io/dpp/DP09_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP09', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 3.29, 'mid': 9.45, 'high': 29.39, 'market': 15.32, 'directLow': None}}}",Torterra,"[{'type': 'Fire', 'value': '+30'}]",,,,"[{'name': 'Forest Murmurs', 'text': ""Once during your turn (before your attack), if you have more Prize cards left than your opponent, you may choose 1 of your opponent's Benched Pokémon and switch it with 1 of the Defending Pokémon. This power can't be used if Torterra is affected by a Special Condition."", 'type': 'Poké-Power'}]","['Put this card onto your Active Torterra. Torterra LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
35,hsp-HGSS01,Ho-Oh,Pokémon,['Basic'],80,['Fire'],,"[{'name': 'Combustion', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Sacred Fire', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '', 'text': ""Flip a coin. If heads, choose 1 of your opponent's Pokémon. This attack does 80 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.""}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'hsp', 'name': 'HGSS Black Star Promos', 'series': 'HeartGold & SoulSilver', 'printedTotal': 25, 'total': 25, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-HS', 'releaseDate': '2010/02/10', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/hsp/symbol.png', 'logo': 'https://images.pokemontcg.io/hsp/logo.png'}}",HGSS01,Takashi Yamaguchi,Promo,[250],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hsp/HGSS01.png', 'large': 'https://images.pokemontcg.io/hsp/HGSS01_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hsp-HGSS01', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 19.99, 'mid': 29.89, 'high': 49.99, 'market': 31.87, 'directLow': None}}}",,"[{'type': 'Water', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",A legend says that its body glows in seven colors. A rainbow is said to form behind when it flies.,,,
36,dpp-DP10,Infernape LV.X,Pokémon,['Level-Up'],120,['Fire'],,"[{'name': 'Flare Up', 'cost': ['Fire', 'Fire'], 'convertedEnergyCost': 2, 'damage': '150', 'text': ""Search your discard pile for 8 Fire Energy cards, show them to your opponent, and shuffle them into your deck. (This attack does nothing if you don't have 8 Fire Energy cards in your discard pile.)""}]",,,"{'id': 'dpp', 'name': 'DP Black Star Promos', 'series': 'Diamond & Pearl', 'printedTotal': 56, 'total': 56, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'PR-DPP', 'releaseDate': '2007/05/01', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/dpp/symbol.png', 'logo': 'https://images.pokemontcg.io/dpp/logo.png'}}",DP10,Shizurow,Promo,[392],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/dpp/DP10.png', 'large': 'https://images.pokemontcg.io/dpp/DP10_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dpp-DP10', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 15.99, 'mid': 18.96, 'high': 29.99, 'market': 30.85, 'directLow': None}}}",Infernape,"[{'type': 'Water', 'value': '+30'}]",,,,"[{'name': 'Burning Head', 'text': ""Once during your turn (before your attack), you may look at the top 3 cards of your deck, choose 1 of them, and put it into your hand. Discard the other 2 cards. This power can't be used if Infernape is affected by a Special Condition."", 'type': 'Poké-Power'}]","['Put this card onto your Active Infernape. Infernape LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.']"
