,id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,resistances,retreatCost,convertedRetreatCost,set,number,artist,rarity,nationalPokedexNumbers,legalities,images,tcgplayer,evolvesTo,flavorText,rules
52,bw1-1,Snivy,Pokémon,['Basic'],,60,['Grass'],,,"[{'name': 'Tackle', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Vine Whip', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","[{'type': 'Water', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'bw1', 'name': 'Black & White', 'series': 'Black & White', 'printedTotal': 114, 'total': 114, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BLW', 'releaseDate': '2011/04/25', 'updatedAt': '2018/11/29 19:56:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw1/symbol.png', 'logo': 'https://images.pokemontcg.io/bw1/logo.png'}}",1,Kagemaru Himeno,Common,[495],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw1/1.png', 'large': 'https://images.pokemontcg.io/bw1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw1-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.05, 'mid': 0.25, 'high': 1.25, 'market': 0.23, 'directLow': 0.2}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.62, 'high': 1.49, 'market': 0.57, 'directLow': None}}}",['Servine'],"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",
53,ex13-1,Armaldo δ,Pokémon,['Stage 2'],,110,"['Fighting', 'Metal']",Anorith,,"[{'name': 'Delta Edge', 'cost': ['Metal', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '70', 'text': ""If you have any Supporter cards in play, this attack's base damage is 20 instead of 70.""}, {'name': 'Fossil Charge', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ""You may discard a Claw Fossil, Mysterious Fossil, Root Fossil, or Holon Fossil from your hand. If you do, choose 1 of your opponent's Benched Pokémon and do 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Grass', 'value': '×2'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'ex13', 'name': 'Holon Phantoms', 'series': 'EX', 'printedTotal': 110, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HP', 'releaseDate': '2006/05/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex13/symbol.png', 'logo': 'https://images.pokemontcg.io/ex13/logo.png'}}",1,Masakazu Fukuda,Rare Holo,[348],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex13/1.png', 'large': 'https://images.pokemontcg.io/ex13/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex13-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 6.99, 'mid': 11.05, 'high': 15.97, 'market': 9.66, 'directLow': None}, 'reverseHolofoil': {'low': 13.51, 'mid': 15.48, 'high': 33.99, 'market': 14.99, 'directLow': None}}}",,,['This Pokémon is both Fighting Metal type.']
54,sm3-1,Caterpie,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Surprise Attack', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '20', 'text': 'Flip a coin. If tails, this attack does nothing.'}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'sm3', 'name': 'Burning Shadows', 'series': 'Sun & Moon', 'printedTotal': 147, 'total': 147, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BUS', 'releaseDate': '2017/08/05', 'updatedAt': '2019/02/19 23:25:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm3/symbol.png', 'logo': 'https://images.pokemontcg.io/sm3/logo.png'}}",1,Sekio,Common,[10],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm3/1.png', 'large': 'https://images.pokemontcg.io/sm3/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm3-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.05, 'mid': 0.2, 'high': 1.0, 'market': 0.11, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.3, 'high': 1.79, 'market': 0.25, 'directLow': 0.24}}}",['Metapod'],"When attacked by bird Pokémon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey.",
55,sm1-1,Caterpie,Pokémon,['Basic'],,50,['Grass'],,,"[{'name': 'Nap', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Heal 20 damage from this Pokémon.'}, {'name': 'Gnaw', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'sm1', 'name': 'Sun & Moon', 'series': 'Sun & Moon', 'printedTotal': 149, 'total': 149, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'SUM', 'releaseDate': '2017/02/03', 'updatedAt': '2019/04/10 19:59:00', 'images': {'symbol': 'https://images.pokemontcg.io/sm1/symbol.png', 'logo': 'https://images.pokemontcg.io/sm1/logo.png'}}",1,Kanako Eo,Common,[10],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/sm1/1.png', 'large': 'https://images.pokemontcg.io/sm1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/sm1-1', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.04, 'mid': 0.18, 'high': 1.25, 'market': 0.08, 'directLow': 0.1}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.33, 'high': 1.95, 'market': 0.22, 'directLow': 0.25}}}",['Metapod'],"When attacked by bird Pokémon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey.",
56,col1-1,Clefable,Pokémon,['Stage 1'],,80,['Colorless'],Clefairy,,"[{'name': 'Fairy Power', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Return 1 of your Pokémon and all cards attached to it in your hand.'}, {'name': 'Moon Impact', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'col1', 'name': 'Call of Legends', 'series': 'HeartGold & SoulSilver', 'printedTotal': 106, 'total': 106, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'CL', 'releaseDate': '2011/02/09', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/col1/symbol.png', 'logo': 'https://images.pokemontcg.io/col1/logo.png'}}",1,sui,Rare Holo,[36],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/col1/1.png', 'large': 'https://images.pokemontcg.io/col1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/col1-1', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.5, 'mid': 1.75, 'high': 2.49, 'market': 1.66, 'directLow': None}, 'reverseHolofoil': {'low': 0.61, 'mid': 1.77, 'high': 5.12, 'market': 1.18, 'directLow': None}}}",,"With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.",
57,si1-1,Mew,Pokémon,['Basic'],,30,['Psychic'],,,"[{'name': 'Rainbow Wave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Choose a type of Energy other than Colorless attached to Mew. This attack does 20 damage to each of your opponent's Pokémon of that type (including Benched Pokémon). Don't apply Weakness and Resistance.""}]","[{'type': 'Psychic', 'value': '×2'}]",,,,"{'id': 'si1', 'name': 'Southern Islands', 'series': 'Other', 'printedTotal': 18, 'total': 18, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2001/07/31', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/si1/symbol.png', 'logo': 'https://images.pokemontcg.io/si1/logo.png'}}",1,Keiko Fukuyama,,[151],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/si1/1.png', 'large': 'https://images.pokemontcg.io/si1/1_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/si1-1', 'updatedAt': '2021/05/13', 'prices': {'reverseHolofoil': {'low': 80.0, 'mid': 99.99, 'high': 425.0, 'market': 128.42, 'directLow': None}}}",,This Pokémon's body is covered by fine hairs that can be seen only under a microscope.,
58,dv1-2,Dratini,Pokémon,['Basic'],,40,['Dragon'],,,"[{'name': 'Hypnotic Gaze', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'The Defending Pokémon is now Asleep.'}, {'name': 'Tail Whap', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Dragon', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'dv1', 'name': 'Dragon Vault', 'series': 'Black & White', 'printedTotal': 20, 'total': 20, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DRV', 'releaseDate': '2012/10/05', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/dv1/symbol.png', 'logo': 'https://images.pokemontcg.io/dv1/logo.png'}}",2,Naoki Saito,Rare Holo,[147],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/dv1/2.png', 'large': 'https://images.pokemontcg.io/dv1/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/dv1-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.09, 'mid': 11.39, 'high': 24.95, 'market': 3.79, 'directLow': None}}}",['Dragonair'],"It is called the ""Mirage Pokémon"" because so few have seen it. Its shed skin has been found.",
59,ru1-3,Ninetales,Pokémon,['Stage 1'],,90,['Fire'],Vulpix,,"[{'name': 'Flame Tail', 'cost': ['Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'ru1', 'name': 'Pokémon Rumble', 'series': 'Other', 'printedTotal': 16, 'total': 16, 'legalities': {'unlimited': 'Legal'}, 'releaseDate': '2009/12/02', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ru1/symbol.png', 'logo': 'https://images.pokemontcg.io/ru1/logo.png'}}",3,Pokemon Rumble,,[38],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ru1/3.png', 'large': 'https://images.pokemontcg.io/ru1/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ru1-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 44.99, 'mid': 72.5, 'high': 100.0, 'market': 18.0, 'directLow': None}}}",,,
60,bw10-2,Masquerain,Pokémon,['Stage 1'],,80,['Grass'],Surskit,"[{'name': 'Tool Reversal', 'text': 'As often as you like during your turn (before your attack), you may put a Pokémon Tool card attached to 1 of your Pokémon into your hand.', 'type': 'Ability'}]","[{'name': 'Bug Bite', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'bw10', 'name': 'Plasma Blast', 'series': 'Black & White', 'printedTotal': 101, 'total': 105, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'PLB', 'releaseDate': '2013/08/14', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/bw10/symbol.png', 'logo': 'https://images.pokemontcg.io/bw10/logo.png'}}",2,5ban Graphics,Rare,[284],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/bw10/2.png', 'large': 'https://images.pokemontcg.io/bw10/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/bw10-2', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.2, 'mid': 0.39, 'high': 1.49, 'market': 0.26, 'directLow': 0.25}, 'reverseHolofoil': {'low': 0.3, 'mid': 0.53, 'high': 1.99, 'market': 0.41, 'directLow': 0.3}}}",,Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.,
61,ex7-3,Dark Crobat,Pokémon,['Stage 2'],,90,"['Grass', 'Darkness']",Dark Golbat,"[{'name': 'Black Beam', 'text': ""Once during your turn (before your attack), if Dark Crobat is your Active Pokémon, you may choose 1 of the Defending Pokémon. That Pokémon is now Poisoned. This power can't be used if Dark Crobat is affected by a Special Condition."", 'type': 'Poké-Power'}]","[{'name': 'Dark Drain', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Remove from Dark Crobat a number of damage counters equal to the number of your opponent's Pokémon in play.""}, {'name': 'Skill Dive', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-30'}]",['Colorless'],1.0,"{'id': 'ex7', 'name': 'Team Rocket Returns', 'series': 'EX', 'printedTotal': 109, 'total': 109, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'TRR', 'releaseDate': '2004/11/01', 'updatedAt': '2019/01/28 16:44:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex7/symbol.png', 'logo': 'https://images.pokemontcg.io/ex7/logo.png'}}",3,Kyoko Koizumi,Rare Holo,[169],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex7/3.png', 'large': 'https://images.pokemontcg.io/ex7/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex7-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 9.99, 'mid': 18.17, 'high': 37.49, 'market': 18.17, 'directLow': None}, 'reverseHolofoil': {'low': 39.99, 'mid': 45.0, 'high': 50.0, 'market': 6.83, 'directLow': None}}}",,,['This Pokémon is both Grass Darkness type.']
62,pl3-3,Drifblim FB,Pokémon,['Basic'],50,80,['Psychic'],,"[{'name': 'Pump Up', 'text': 'If your opponent has 3 or less Prize cards left, Drifblim FB gets +40 HP.', 'type': 'Poké-Body'}]","[{'name': 'Shadow Ball', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': ""Choose 1 of your opponent's Benched Pokémon. This attack does 40 damage to that Pokémon. Apply Weakness and Resistance.""}]","[{'type': 'Darkness', 'value': '×2'}]","[{'type': 'Colorless', 'value': '-20'}]","['Colorless', 'Colorless']",2.0,"{'id': 'pl3', 'name': 'Supreme Victors', 'series': 'Platinum', 'printedTotal': 147, 'total': 150, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'SV', 'releaseDate': '2009/08/19', 'updatedAt': '2018/03/07 22:40:00', 'images': {'symbol': 'https://images.pokemontcg.io/pl3/symbol.png', 'logo': 'https://images.pokemontcg.io/pl3/logo.png'}}",3,Lee HyunJung,Rare Holo,[426],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/pl3/3.png', 'large': 'https://images.pokemontcg.io/pl3/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/pl3-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 1.5, 'mid': 8.0, 'high': 10.0, 'market': 3.0, 'directLow': None}, 'reverseHolofoil': {'low': 1.0, 'mid': 1.96, 'high': 2.91, 'market': 1.41, 'directLow': None}}}",,,
63,hgss1-3,Clefable,Pokémon,['Stage 1'],,80,['Colorless'],Clefairy,,"[{'name': 'Fairy Power', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Return 1 of your Pokémon and all cards attached to it to your hand.'}, {'name': 'Moon Impact', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",,['Colorless'],1.0,"{'id': 'hgss1', 'name': 'HeartGold & SoulSilver', 'series': 'HeartGold & SoulSilver', 'printedTotal': 123, 'total': 123, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HS', 'releaseDate': '2010/02/10', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/hgss1/symbol.png', 'logo': 'https://images.pokemontcg.io/hgss1/logo.png'}}",3,Masakazu Fukuda,Rare Holo,[36],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/hgss1/3.png', 'large': 'https://images.pokemontcg.io/hgss1/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/hgss1-3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 0.85, 'mid': 1.5, 'high': 3.01, 'market': 2.42, 'directLow': None}, 'reverseHolofoil': {'low': 0.74, 'mid': 0.77, 'high': 1.15, 'market': 0.98, 'directLow': None}}}",,"With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.",
64,ecard2-H3,Ariados,Pokémon,['Stage 1'],,70,['Grass'],Spinarak,"[{'name': 'Gluey Slime', 'text': ""As long as Ariados is in play, each player must pay an additional Colorless to retreat his or her Active Pokémon. Gluey Slime can't make a player pay more than an additional Colorless to retreat a Pokémon, even if there is more than 1 Ariados in play."", 'type': 'Poké-Body'}]","[{'name': 'Spider Force', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20+', 'text': 'Flip a coin. If heads, this attack does 20 damage plus 10 more damage. If tails, this attack does 20 damage and the defending Pokémon is now Paralyzed.'}]","[{'type': 'Fire', 'value': '×2'}]",,,,"{'id': 'ecard2', 'name': 'Aquapolis', 'series': 'E-Card', 'printedTotal': 186, 'total': 186, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'AQ', 'releaseDate': '2003/01/15', 'updatedAt': '2020/08/14 09:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ecard2/symbol.png', 'logo': 'https://images.pokemontcg.io/ecard2/logo.png'}}",H3,Shin-ichi Yoshida,Rare Holo,[168],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ecard2/H3.png', 'large': 'https://images.pokemontcg.io/ecard2/H3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ecard2-H3', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 29.99, 'mid': 44.99, 'high': 99.97, 'market': 65.8, 'directLow': None}}}",,,
65,xy2-3,Butterfree,Pokémon,['Stage 2'],,130,['Grass'],Metapod,,"[{'name': 'Quiver Dance', 'cost': ['Grass'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a basic Energy card and attach it to this Pokémon. Shuffle your deck afterward. If you attached Energy in this way, heal 40 damage from this Pokémon.'}, {'name': 'Gust', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","[{'type': 'Fighting', 'value': '-20'}]",['Colorless'],1.0,"{'id': 'xy2', 'name': 'Flashfire', 'series': 'XY', 'printedTotal': 106, 'total': 109, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FLF', 'releaseDate': '2014/05/07', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy2/symbol.png', 'logo': 'https://images.pokemontcg.io/xy2/logo.png'}}",3,sui,Rare,[12],"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy2/3.png', 'large': 'https://images.pokemontcg.io/xy2/3_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy2-3', 'updatedAt': '2021/05/13', 'prices': {'normal': {'low': 0.22, 'mid': 0.37, 'high': 1.25, 'market': 0.32, 'directLow': 0.3}, 'reverseHolofoil': {'low': 0.5, 'mid': 0.75, 'high': 2.49, 'market': 0.78, 'directLow': 0.55}}}",,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.,
66,ex13-2,Cradily δ,Pokémon,['Stage 2'],,100,"['Darkness', 'Metal']",Lileep,,"[{'name': 'Harsh Fluid', 'cost': ['Darkness', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ""Put 5 damage counters on the Defending Pokémon at the end of your opponent's next turn.""}, {'name': 'Poison Tentacles', 'cost': ['Metal', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'The Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'ex13', 'name': 'Holon Phantoms', 'series': 'EX', 'printedTotal': 110, 'total': 111, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'HP', 'releaseDate': '2006/05/01', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/ex13/symbol.png', 'logo': 'https://images.pokemontcg.io/ex13/logo.png'}}",2,Kouki Saitou,Rare Holo,[346],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/ex13/2.png', 'large': 'https://images.pokemontcg.io/ex13/2_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/ex13-2', 'updatedAt': '2021/05/13', 'prices': {'holofoil': {'low': 5.0, 'mid': 8.99, 'high': 19.97, 'market': 9.76, 'directLow': None}, 'reverseHolofoil': {'low': 4.21, 'mid': 4.22, 'high': 214538.0, 'market': 9.59, 'directLow': None}}}",,,['This Pokémon is both Darkness Metal type.']
